Anglais Médical - MosaLingua,Medical,MosaLingua Crea,,4.7,140,18,"1,000",9.99
myWeed Rx - Medical Marijuana,Medical,Finaggle,,,,0.098,10,4.99
Latin medical terms dictionary,Medical,Mediant,,4.2,48,0.251,"1,000",1.49
Drugs Dictionary,Medical,Medical Group Soft,,3.9,266,16,"50,000",2.99
iBP Blood Pressure,Medical,Leading Edge Apps LLC,,4.4,577,0.704,"10,000",0.99
Langman's Medical Embryolog 13,Medical,Indextra AB,,,,19,1,83.99
AllergyMe: Allergy Medical ID,Medical,Adam Foot,,,,3.6,1,1.99
Drug Pronunciations,Medical,Hipposoft,,3.9,49,24,"1,000",2.99
MedicalMe: Medical ID & Alarm,Medical,Adam Foot,,,,3.6,0,1.99
Pocket Lab Values,Medical,MedPlusApps,,4.3,214,0.899,"10,000",2.99
Med Helper Pro Pill Reminder,Medical,Manyeta,,4.6,358,,"5,000",3.99
Clinicals – History & Exam,Medical,Medical Gear,,4.0,7,0.381,100,0.99
3D Anatomy,Medical,Education Mobile,,4.5,847,42,"10,000",2.99
VeinSeek,Medical,VeinSeek,,2.5,79,,"1,000",3.99
"Oxford Handbook of Clinical Medicine, Tenth Ed.",Medical,Indextra AB,,4.7,6,22,100,39.99
Diseases & Disorders,Medical,24Hours,,4.7,55,34,"1,000",2.99
ABC of Medical Law,Medical,Indextra AB,,,,5.2,1,34.43
"Medical Disorders Pregnancy, 2",Medical,Indextra AB,,,,8.1,1,40.80
"CURRENT Med Diag and Treatment CMDT Flashcards, 2E",Medical,Usatine Media LLC,,,,2.3,1,44.99
Visual Anatomy,Medical,Education Mobile,,4.4,"2,143",,"10,000",2.49
Medical dictionary 120000Words,Medical,Abst,,,,15,10,1.06
Bandaging and Splinting,Medical,Atmosphere_Apps,Contains Ads,4.9,7,18,100,0.99
ERres- Emergency Medicine,Medical,ExpeditionDocs LLC,,4.2,45,14,"1,000",4.99
Arrhythmias and Dysrhythmias,Medical,AppsByAbe,,5.0,3,24,500,1.00
Texas Jurisprudence Exam,Medical,MD Toolkit,,4.6,5,5.0,100,9.99
Nursing Care Plan NANDA Tables,Medical,Current Clinical Strategies,,3.0,4,3.4,500,0.99
CURRENT D & Treat Pediatric 22,Medical,Indextra AB,,4.5,2,19,10,80.30
Personal Health Record,Medical,Rajesh Hegde,,3.7,7,2.1,"1,000",0.99
Medical Abbreviations,Medical,SolSoftInnovations Team,,5.0,1,0.791,5,1.49
Qualified Medical Interpreter,Medical,JASS,,5.0,2,0.085,50,1.49
Ganong's Rev Med Physiology 25,Medical,Indextra AB,,5.0,1,23,5,64.99
Dictionnaire Médical Pro,Medical,Medicopedia Group,,4.5,2,18,10,1.99
Practical Medical Procedures,Medical,Indextra AB,,,,6.3,5,24.44
Harrison's Principles of Internal Medicine 19/E,Medical,McGraw-Hill Professional,,4.3,6,38,50,249.99
Oxford Handbook Medical Statis,Medical,Indextra AB,,,,6.4,1,37.19
Dicom Medical Image Viewer,Medical,UlmDesign,,4.0,1,23,50,9.99
Family Medicine Study Guide,Medical,"Family Medicine Study Guide, Dr. Daniel Leger",,4.5,32,77,"5,000",15.99
IV Drips,Medical,Jonsap,,4.3,114,0.324,"5,000",1.99
Differential Diagnosis pocket,Medical,Börm Bruckmeier Publishing LLC,,3.9,16,2.5,500,9.99
The Washington Manual of Med,Medical,Indextra AB,,4.0,1,6.1,10,74.71
Doctor Appointment Reminder,Medical,Track the Bird,,4.2,20,8.1,500,3.99
Physical Exam Essentials,Medical,Hipposoft,,4.0,55,13,"5,000",2.99
E Numbers Halal and Haram,Medical,Medical Group Soft,,3.9,116,8.4,"10,000",2.99
Nursing Care Plans - NANDA,Medical,Current Clinical Strategies,,1.6,20,5.2,"1,000",0.99
"Medical Genetics, 5th Edition",Medical,Indextra AB,,,,12,1,62.99
Medicine & Drugs Dictionary,Medical,Honey Computing Services,,4.0,4,0.481,100,1.99
Ophthalmology Training,Medical,Polwarth Medical Ltd,,4.0,3,18,100,2.91
Paramedic Meds,Medical,Jonsap,,4.5,163,0.375,"10,000",1.99
Prescriptions for Medical Doctors,Medical,Dr.Harun Alakaya,,,,15,0,19.99
OSCE Skills,Medical,Medistudents,,4.1,37,36,"1,000",1.49
Medical Terminology Review,Medical,Limmer Creative,,,,1.8,50,2.99
Clinical Examination & Skills,Medical,Kmcpesh Medical apps,,4.3,26,7.6,"1,000",4.99
Assic Medical Examination,Medical,MY Hassan,,,,30,0,11.99
MD on Call - Practical Guide 2017-18,Medical,Messil inc.,,4.7,40,7.9,"1,000",9.99
VividVision,Medical,"Vivid Medical, Inc.",,3.2,69,3.9,"1,000",9.99
AIIMS PG previous year solved paper from 2000-2017,Medical,Bluerise Inc.,,3.0,6,24,50,0.99
Critical Care ACLS Guide,Medical,Informed Publishing,,4.1,307,1.9,"10,000",7.99
Tintinalli's Emergency Medicine Manual 8th Edition,Medical,Usatine Media LLC,,,,24,10,84.99
Oxford Handbook Reproductive M,Medical,Indextra AB,,5.0,1,4.8,1,49.82
Maryland EMS Protocols 2018,Medical,Thistle Labs,,5.0,1,35,50,4.99
CrossWards USMLE Step 1,Medical,gWhiz,,5.0,1,0.542,10,9.99
FMCSA Medical Reference- MedDOT,Medical,AOCOPM,,5.0,4,13,50,29.99
Clinical Biochemistry: Metabolic & Clin Asp 3,Medical,Indextra AB,,,,16,1,119.99
"Diagnostic and Experimental Hematology, 2ed",Medical,Indextra AB,,,,17,0,84.99
ECG Guide by QxMD,Medical,QxMD Medical Software Inc.,,4.4,130,32,"5,000",4.80
Atlas of MRI Brain Anatomy,Medical,Clinical Apps,,4.4,46,41,"1,000",1.49
Surgical Skills,Medical,Gynzone ApS,,5.0,1,3.0,50,24.99
Oxford Handbook Obst&Gyna3e,Medical,Indextra AB,,4.6,8,7.9,100,32.39
Laboratory Test Reports,Medical,ASPIRING USER APPS,,,,3.1,5,0.99
Oxford Handbook Found. Prog. 4,Medical,Indextra AB,,5.0,1,10,100,39.99
Harrison's Manual of Medicine 19th Edition,Medical,Usatine Media LLC,,,,28,10,89.99
"Clinical Biochemistry, 5th Ed",Medical,Indextra AB,,,,11,1,47.99
Drugs A2Z,Medical,CompuRx Infotech Pvt. Ltd.,,4.3,27,1.3,100,4.63
Chest X-Ray Training,Medical,Polwarth Medical Ltd,,4.7,22,38,500,2.91
Petite Encyclopédie Médicale,Medical,Lavoisier SAS,,,,73,5,33.99
Dictionnaire Lavoisier,Medical,"Unbound Medicine, Inc",,3.9,15,5.8,500,12.99
Fitzpatrick's Dermatology Flash Cards,Medical,Usatine Media LLC,,3.3,3,13,10,48.99
AGN Emergency Booklet,Medical,Ralf Müller,Offers in-app purchases,4.8,68,7.8,"1,000",21.99
Pedi STAT,Medical,QxMD Medical Software Inc.,,4.6,129,2.9,"10,000",5.49
Diabetes & Diet Tracker,Medical,MyNetDiary.com,,4.6,394,19,"1,000",9.99
Enciclopedia Medica illustrata,Medical,appthatrocks.com,,3.6,5,57,100,2.73
Mini Nurse,Medical,ReallyFYI,,4.5,201,2.0,"5,000",2.99
Speed Bones MD,Medical,Benoit Essiambre,,4.5,232,3.4,"10,000",1.99
British National Formulary 73,Medical,Indextra AB,,4.5,2,18,100,65.99
Human Anatomy Atlas,Medical,Visible Body,Contains Ads·Offers in-app purchases,4.4,"2,461",19,"10,000",24.99
Electronic Medical Record,Medical,TE-Lotus Ltd.,,,,8.8,0,5.99
EBMcalc G.I.,Medical,Foundation Internet Services,,1.0,2,0.598,100,4.99
A1 OSCE Physical Exam Guide,Medical,Global Health,,5.0,1,1.008,50,11.17
Chinese Nutritional Strategies,Medical,Toby Daly,,3.9,9,1.0,100,8.99
Microbiology LANGE Flash Cards,Medical,gWhiz,,4.3,3,2.5,100,34.99
Microbiology Pronunciations,Medical,Hipposoft,,3.5,20,5.0,"1,000",0.99
Davidson's Essentials of Med 2,Medical,Indextra AB,,4.0,1,11,10,38.99
Pediatric Support,Medical,Luis Suñol Mateo,,4.1,20,35,500,0.99
Monash Uni Low FODMAP Diet,Medical,Monash University Low FODMAP diet team,,4.2,"1,133",12,"100,000",9.00
Pocket Eye Exam,Medical,NOMAD,,3.8,25,1.0,"1,000",1.99
Manage My Pain Pro,Medical,ManagingLife,Offers in-app purchases,4.4,725,,"5,000",3.99
Muscle and Bone Anatomy 3D,Medical,Real Bodywork,,4.1,107,72,"5,000",4.99
Lederman’s Internal Medicine,Medical,"Antimicrobial Therapy, Inc.",,5.0,1,14,100,29.99
Lichtman's Atlas of Hematology,Medical,Usatine Media LLC,,,,94,10,74.99
Abdomen and Thorax Lectures,Medical,Instant Anatomy,,4.0,3,,100,3.49
Pathology 2099 Flashcards PRO,Medical,Top of Learning,,,,3.4,10,1.99
EP Coding,Medical,EP Studios,,,,2.0,50,0.99
MediVoice,Medical,Jaspal's Voice,,5.0,8,2.0,10,2.99
Visual Bones,Medical,Education Mobile,,4.3,199,26,"5,000",1.99
The Atlas of Emergency Medicine Flashcards,Medical,Usatine Media LLC,,5.0,1,29,50,48.99
"Drugs in Psychiatry, 2nd Ed",Medical,Indextra AB,,,,3.7,10,38.39
Психологические термины,Medical,Medical Group Soft,,4.1,29,7.6,"1,000",2.99
Wards101 pocket,Medical,Börm Bruckmeier Publishing LLC,,4.6,7,31,100,9.99
"Swanson's Family Medicine Review, 7th Edition",Medical,Usatine Media LLC,,5.0,1,12,10,89.99
Pain Tracker & Diary,Medical,Nanolume LLC,,4.3,3,4.6,100,2.99
Calcium Pro,Medical,"Calcium Science, LLC",,3.4,77,9.9,"5,000",2.99
Surgery 101,Medical,Surgery 101,,4.2,25,4.4,500,0.99
Community & Public Health Nurs,Medical,Indextra AB,,,,3.3,1,42.71
British National Formulary 75,Medical,Indextra AB,,,,15,10,77.99
Labaratory and Values,Medical,Dr.Harun Alakaya,,,,6.8,1,2.49
Biochemic Tissue Salts,Medical,Mind Technologies Private Limited,,3.5,2,19,100,2.99
Nevasic for nausea & vomiting,Medical,DAVAL Ltd,,3.8,10,5.9,100,18.44
Infectious Disease Compendium,Medical,Mark Crislip,,4.7,67,7.2,"1,000",3.99
Cranial Ultrasound,Medical,Polwarth Medical Ltd,,3.5,6,18,100,1.01
EMS BLS Guide,Medical,Informed Publishing,,4.2,200,1.8,"5,000",7.99
Vitamins and Minerals,Medical,Medical Group Soft,,4.4,49,7.6,"1,000",2.99
IC@Nd,Medical,DukeApps,Contains Ads,5.0,8,35,100,4.59
CMA Flashcards Plus,Medical,abletFactory,Contains Ads,,,3.4,10,3.99
Oxford Handbook Clinical Surg.,Medical,Indextra AB,,1.5,2,6.7,50,31.99
Anatomy Comprehensive Review,Medical,Top of Learning,,4.0,1,3.4,100,2.99
"Principles And Practice Of Hospital Medicine, 2/E",Medical,Usatine Media LLC,,,,73,1,249.99
INSIGHT HEART,Medical,ANIMA RES GmbH,,3.9,15,49,100,2.49
